   -2.40922E+00       4.60570E-01      -2.61836E+00 
   -2.35911E+00       1.80569E+00      -1.98557E+00 


   -2.35911E+00       1.80569E+00      -1.98557E+00 
   -1.10542E+00       2.66916E+00      -2.15113E+00   
   -1.10542E+00       2.66916E+00      -2.15113E+00 
   -8.06010E-01       3.36290E+00      -9.08300E-01   
   -8.06010E-01       3.36290E+00      -9.08300E-01 
   -1.84784E+00       3.07381E+00      -1.65700E-02   
   -1.84784E+00       3.07381E+00      -1.65700E-02 
   -2.82492E+00       2.13862E+00      -5.42410E-01   
   -2.82492E+00       2.13862E+00      -5.42410E-01 
   -2.35911E+00       1.80569E+00      -1.98557E+00 


   -2.12149E+00      -2.78340E+00      -7.84760E-01 
   -2.26711E+00      -1.98982E+00      -1.93606E+00   
   -2.26711E+00      -1.98982E+00      -1.93606E+00 
   -2.91108E+00      -7.37990E-01      -1.96781E+00   
   -2.91108E+00      -7.37990E-01      -1.96781E+00 
   -3.46254E+00      -5.36400E-01      -7.70350E-01   
   -3.46254E+00      -5.36400E-01      -7.70350E-01 
   -3.41728E+00      -1.07534E+00       4.40490E-01   
   -3.41728E+00      -1.07534E+00       4.40490E-01 
   -2.73059E+00      -2.31128E+00       4.66810E-01   
   -2.73059E+00      -2.31128E+00       4.66810E-01 
   -2.12149E+00      -2.78340E+00      -7.84760E-01 


   -2.12149E+00      -2.78340E+00      -7.84760E-01 
   -2.73059E+00      -2.31128E+00       4.66810E-01   
   -2.73059E+00      -2.31128E+00       4.66810E-01 
   -1.89959E+00      -2.58467E+00       1.61890E+00   
   -1.89959E+00      -2.58467E+00       1.61890E+00 
   -7.48160E-01      -3.36013E+00       1.01164E+00   
   -7.48160E-01      -3.36013E+00       1.01164E+00 
   -8.56990E-01      -3.43727E+00      -4.87650E-01   
   -8.56990E-01      -3.43727E+00      -4.87650E-01 
   -2.12149E+00      -2.78340E+00      -7.84760E-01 


   -1.29901E+00      -1.71526E+00      -2.85951E+00 
   -1.32316E+00      -3.36250E-01      -3.33510E+00   
   -1.32316E+00      -3.36250E-01      -3.33510E+00 
   -2.40922E+00       4.60570E-01      -2.61836E+00   
   -2.40922E+00       4.60570E-01      -2.61836E+00 
   -2.91108E+00      -7.37990E-01      -1.96781E+00   
   -2.91108E+00      -7.37990E-01      -1.96781E+00 
   -2.26711E+00      -1.98982E+00      -1.93606E+00   
   -2.26711E+00      -1.98982E+00      -1.93606E+00 
   -1.29901E+00      -1.71526E+00      -2.85951E+00 


    2.50891E+00      -2.14388E+00      -1.44553E+00 
    3.28582E+00      -1.45094E+00      -4.07650E-01   
    3.28582E+00      -1.45094E+00      -4.07650E-01 
    3.53674E+00       0.00000E+00      -3.83680E-01   
    3.53674E+00       0.00000E+00      -3.83680E-01 
    3.20819E+00       8.13740E-01      -1.45945E+00   
    3.20819E+00       8.13740E-01      -1.45945E+00 
    2.57573E+00       4.10000E-04      -2.45885E+00   
    2.57573E+00       4.10000E-04      -2.45885E+00 
    2.14912E+00      -1.29075E+00      -2.57334E+00   
    2.14912E+00      -1.29075E+00      -2.57334E+00 
    2.50891E+00      -2.14388E+00      -1.44553E+00 


    2.50891E+00      -2.14388E+00      -1.44553E+00 
    1.55021E+00      -3.12035E+00      -8.75360E-01   
    1.55021E+00      -3.12035E+00      -8.75360E-01 
    1.66928E+00      -3.09255E+00       6.02790E-01   
    1.66928E+00      -3.09255E+00       6.02790E-01 
    2.77531E+00      -2.15408E+00       7.68610E-01   
    2.77531E+00      -2.15408E+00       7.68610E-01 
    3.28582E+00      -1.45094E+00      -4.07650E-01   
    3.28582E+00      -1.45094E+00      -4.07650E-01 
    2.50891E+00      -2.14388E+00      -1.44553E+00 


   -2.54367E+00      -2.79710E-01       2.53010E+00 
   -1.83318E+00      -1.54563E+00       2.71237E+00   
   -1.83318E+00      -1.54563E+00       2.71237E+00 
   -1.89959E+00      -2.58467E+00       1.61890E+00   
   -1.89959E+00      -2.58467E+00       1.61890E+00 
   -2.73059E+00      -2.31128E+00       4.66810E-01   
   -2.73059E+00      -2.31128E+00       4.66810E-01 
   -3.41728E+00      -1.07534E+00       4.40490E-01   
   -3.41728E+00      -1.07534E+00       4.40490E-01 
   -3.30845E+00       4.83600E-02       1.29532E+00   
   -3.30845E+00       4.83600E-02       1.29532E+00 
   -2.54367E+00      -2.79710E-01       2.53010E+00 


   -2.36126E+00       1.94119E+00       1.84226E+00 
   -3.18929E+00       1.42444E+00       7.70830E-01   
   -3.18929E+00       1.42444E+00       7.70830E-01 
   -2.82492E+00       2.13862E+00      -5.42410E-01   
   -2.82492E+00       2.13862E+00      -5.42410E-01 
   -1.84784E+00       3.07381E+00      -1.65700E-02   
   -1.84784E+00       3.07381E+00      -1.65700E-02 
   -1.51797E+00       2.94925E+00       1.34503E+00   
   -1.51797E+00       2.94925E+00       1.34503E+00 
   -2.36126E+00       1.94119E+00       1.84226E+00 


   -1.83318E+00      -1.54563E+00       2.71237E+00 
   -5.15530E-01      -1.40547E+00       3.26726E+00   
   -5.15530E-01      -1.40547E+00       3.26726E+00 
    5.04610E-01      -2.26980E+00       2.71684E+00   
    5.04610E-01      -2.26980E+00       2.71684E+00 
    5.43350E-01      -3.15525E+00       1.59735E+00   
    5.43350E-01      -3.15525E+00       1.59735E+00 
   -7.48160E-01      -3.36013E+00       1.01164E+00   
   -7.48160E-01      -3.36013E+00       1.01164E+00 
   -1.89959E+00      -2.58467E+00       1.61890E+00   
   -1.89959E+00      -2.58467E+00       1.61890E+00 
   -1.83318E+00      -1.54563E+00       2.71237E+00 


    2.77531E+00      -2.15408E+00       7.68610E-01 
    1.66928E+00      -3.09255E+00       6.02790E-01   
    1.66928E+00      -3.09255E+00       6.02790E-01 
    5.43350E-01      -3.15525E+00       1.59735E+00   
    5.43350E-01      -3.15525E+00       1.59735E+00 
    5.04610E-01      -2.26980E+00       2.71684E+00   
    5.04610E-01      -2.26980E+00       2.71684E+00 
    1.62649E+00      -1.37406E+00       2.86443E+00   
    1.62649E+00      -1.37406E+00       2.86443E+00 
    2.71513E+00      -1.32568E+00       1.93405E+00   
    2.71513E+00      -1.32568E+00       1.93405E+00 
    2.77531E+00      -2.15408E+00       7.68610E-01 


    2.77531E+00      -2.15408E+00       7.68610E-01 
    2.71513E+00      -1.32568E+00       1.93405E+00   
    2.71513E+00      -1.32568E+00       1.93405E+00 
    3.05546E+00       1.00000E-04       1.88893E+00   
    3.05546E+00       1.00000E-04       1.88893E+00 
    3.41171E+00       8.09060E-01       7.76140E-01   
    3.41171E+00       8.09060E-01       7.76140E-01 
    3.53674E+00       0.00000E+00      -3.83680E-01   
    3.53674E+00       0.00000E+00      -3.83680E-01 
    3.28582E+00      -1.45094E+00      -4.07650E-01   
    3.28582E+00      -1.45094E+00      -4.07650E-01 
    2.77531E+00      -2.15408E+00       7.68610E-01 


    2.87585E+00       2.10199E+00       3.57650E-01 
    2.59966E+00       2.15296E+00      -1.09171E+00   
    2.59966E+00       2.15296E+00      -1.09171E+00 
    3.20819E+00       8.13740E-01      -1.45945E+00   
    3.20819E+00       8.13740E-01      -1.45945E+00 
    3.53674E+00       0.00000E+00      -3.83680E-01   
    3.53674E+00       0.00000E+00      -3.83680E-01 
    3.41171E+00       8.09060E-01       7.76140E-01   
    3.41171E+00       8.09060E-01       7.76140E-01 
    2.87585E+00       2.10199E+00       3.57650E-01 


